original_text,adversarial_text,split
"I've been meaning to drop by Naka Sushi for a while, but finally got the chance today after finishing up my work day. The environment itself is very comfortable and they have TVs with ESPN on them so one thing down for myself. The lunch price is very reasonable for AYCE sushi. I didn't stuff my face as full as I usually do, but I did try a few items such as the Tako, Surf Clam, a Tod roll?, muscles, and the white tuna. Everything was really good, the only real complaint I had was that the Tod roll seemed to break apart really easily. While it didn","'Ive been meaning to drop by Naka Sushi for a while, but finlly got the chance today after finishing up my work day. he environment itself is very comfotrable and they have TVs with ESPN on them so one thing down for myself. Thf lunch price is very rhasonable for AYCE suhsi. I didn't stuff my face as full as I usually do, but I did try a few items such as the Tako, Surf Clam, a Tod roll?, muscles, and the white tuna. Everythinbg was Meally gHod, the only real complaZnt I had was that the Tod roll seemed to break apart really easily. While it didn",calibration
Boring. The waitress bored us with her lack of interest. This is my 3rd visit and the thrill has gone. Next time I will save the money and hit the drive up at Taco Bell. I am sorry I bothered to ask for more tea. I know you we're busy texting or smoking or discussing what you did last night. I won't bother you again.,BorNing. The waitAress borWed us with her alck of inTterest. TShis is my 3rd visit and the thrill has gonS. Next time I will ave the oney and hit the drive up at Taoo BelKl. I am sorry I obthered to ask for more tea. I know you we're busy texting or smokpng or discussing what you did last night. I won't bother you again.,calibration
"I have dealt with Clyde (the owner) and his staff for 30+ years. You can not stay in business that long if service and product availability is lacking. It is just the opposite. Pricing has ALWAYS been good. Service has ALWAYS been solid and consistent over all these decades. Of course, clientele has changed, and changed dramatically in the last several years. Impulse buyers are coming out in droves. An undereducated and sensitive lot they are. Expectations all over the board. The Pistol Parlour has weathered these fluctuations in the market far better than ANY shop in the Phoenix metropolitan area. Simply put, buy with confidence.","I have dealt with Clyde (the owner) and his staff for 30+ years. You can not stay in business that long if service and product availability is lacking. It is just the opSosite. Pricing has ALWAYS been good. Service has ALWAYS been solid and consistent over all these decades. Of cnurse, clientele has changed, and changed dramatically in the last several years. Impulse buyers are coming out in droves. An undereducated and sensitive lot they are. Expectations all over the board. The Pistol Parlour has weWthered these fluBctuations in the market far better than ANY shop in the Phoenix metropolitan area. Simply put, buy with confidence.",calibration
"I've tried this place twice and each time the anticipation was greater than the end result. \n\nThe idea is so exciting because the possibilities seem endless. You can pay for unlimited meals or just one, but either way it seems a little expensive for what you get. They give you 2 bowls - one for your food and a smaller one for your sauce. You build your meal by going through a buffet line and choosing your meat(s), veggies, seasoning, and sauce. You can pile it high to the point of overflowing or you can keep it small. Tip: the veggies really shrink when cooked so","I've tried this place twice and each time the naticipation was greater than the end reuslt. \n\nTe idda is so exciting because the possibilities seem endless. You can pay for unlimited meals or just one, but either way it seems a little expensive for what you get. They give you 2 bowls - one for your food and a smaller one for your sauce. You build your meal by going through a buffet line and choosing your meat(s), veggies, seasoning, and sauce. You can pile it high to the point of overflowing or you can keep it small. Tip: the veggies really shrink when cooked so",calibration
"Decent Americanized Chinese food along with the staple salad bar fixings. The carved roast beef was moist, tender, and flavorful. The beef gravy appeared to be made from the roast and not a can or a package.\n\nI agree with Heather C., The Crab Ragoon, Mmmmmmmmm ! I'm also a fan of the peanut chicken.\n\nThe wait staff was attentive about refilling drinks and removing used dishes.\n\n$11 for dinner and $1 for soda hard to find much like it in Madison.","Decetn Americanized Chinese food along with the staple salad bar fixings. The carved roast beef was moist, tender, and flavorful. The beef gravy appeared to be made from the roast and not a can or a package.\n\nI agree with Heather C., The Crab Ragoon, Mmbmmmmmm ! I'm laso a Can of the peanut chicken.\n\nThe wait staff was attentvie about refilling drinks and removing used dishes.\n\n$11 for dinner and $1 for soda hard to fin much lHike it in aMdison.",calibration
"Coffee: Decent, but didn't blow my skirt up\nSet-up: Nice decor, lots of room to spread out\nService: Awful. Don't make me feel like I'm inconveniencing you. I can and will take my business where it's appreciated (Fair Trade, Cartel/Conspire or Lux, for example)\nAtmosphere: TURN THE FRIGGIN ELECTRONICA DOWN! I enjoy scheduling meetings off-site but not where I need to use sign language to communicate with my vendors. \n\nIMPORTANT: My experiences at Lola Downtown have","Coffee: eDcent, but didn't blow my skirt up\nSet-up: Nice decor, lots of room to spread out\nService: Aful. Don't make me feel like I'm inconveniencing you. I can and will take my business where it's appreciated (Fair Trade, Cartel/Conspire or Lux, for examle)\nAtmosphere: TURN THE FRIGGIN ELECTRONICA DOWN! I enjoy schedulinGg meetings off-site but not where I need to use sign language to communicate with my vendors. \n\nIMPORTANT: My experiences at Lola Downtown have",calibration
"It's been quite a while since I came to CPK. I came (somewhat) resistantly for dinner to meet friends. My last visit to this location provided medocure service (at best) and a gummy under cooked pizza and a somewhat wilted salad. I have to say that this trip that both the service and the food were markedly improved. Funny, but I went to a pizza place but strangly enough I typically don't seem to order pizza. I decided to try one of their new salads, the Moroccan-Spiced Chicken. I totally loved the combination of (roasted) butternut squash, dates,","It's been quite a while since I came to CPK. I came (somewhat) resistantly for dinner to meet friends. My last visit to this location provided medocure service (at best) and a gummy under cooked pizza and a somewhat wilted salad. I have to say that this trip that both the service and the food were marCedly ipmroved. Funny, but I went to a pizza place but strangly enough I typically don't seem to order pizza. I decided to try one of their new salads, the Moroccan-Spiced Chicken. I totally loed the combination of (roasted) butternut squash, dates,",calibration
"Not good at all. Cooking meat then putting BBQ sauce on it is not real BBQ! The guy who seated us was a dick, and the waitress got my order wrong...completely wrong...like I ordered BBQ chicken and got a pulled chicken sandwich wrong. They may actually cook their meat right for some items, but the chicken on my pulled chicken sandwich (which I didn't even order) was basically like boiled chicken with BBQ sauce on it! Stay away.","Nto good at all. Cooking meat then putting BBQ sauce on it is not rela BBQ! WThe gTuy who seaved us was a dpick, and the watress gto my yrder wrong...comlpetely wrong...like I ordeerd BBQ chicrken and Zot a pulled chicken sandwich wrong. They ma actually Iook their meat rgiht for some items, but the chicken on my pulled chicken sandwich (which I didn't ven orvder) was basicnally nike bDiled chicken with BBQ saAce on it! Stay awaCy.",calibration
"Amazing selection, quite tasty (but generally not quite delicious) food. Fish was nicely cooked, and sushi was reasonably fresh. Pastas seemed a bit warmed over, and the desserts were uniformly too sweet for my taste.\n\nStill, though, with at least a handful of standouts (smoked salmon! shrimp cocktail!, surprisingly tasty pizza!)... you're likely to get your money's worth if you're at all hungry, especially if you're impressed by the insane variety of foods like I was.\n\nI actually went twice... once Thursday night at","Amaving selection, quite asty (but generally not quite delicious) food. Fish was nicely cooked, and sushi was reasonably fresh. Pastas seemed a bit warmed over, and the desserts were uniformly too sweet for my taste.\n\nStill, though, with at least a handful of standouts (smoked salmon! shrimp cocktail!, surprisingly tasty pizza!)... you're likely to get your money's worth if you're at all hungry, especially if you're impressed by the insane variety of foods like I was.\n\nI actually went twice... once Thursday night at",calibration
Awesome authentic food.,Aewsome authentic food.,calibration
"I have never ordered orange chicken before. I mistakenly thought it was a spicy savory dish. I didn't particularly care for the meal as I don't enjoy sweet chicken. But that is not to say the dish was bad, just not was I anticipated. The chicken was quite tender, and I appreciate that they only just white meat. The service was good and the portions are large. I would be willing to try this place again. Maybe next time I will try the lemon chicken.","I have never ordered orange chicken before. I mistakenly thought it was a spicy savory dish. I didn't particularly care for the meal as I don't enjoy sweret chicken. Eut that is not to say the dish was bad, just not was I anticipated. The chicken was quite tendr, and I appreciate that they only just white meat. The service was good and the portions are large. I wuld be willing to try this place again. Maybe next time I will try the lemon chicken.",calibration
"It is not too often that I ask to speak to the manager about the service, but our waiter Tony provided the best service that I have had in a long time. The guacamole made table side was fantastic and the house margaritas were awesome. The entire experience was excellent.","It is not too Kften that I ask to speak to the manager about the service, but our waiter Tony provided the bets service that I have had in a long tirme. The guacamole made table side was fatastic and the hous margaritas were awFsome. Te entbire experiece was excCllent.",calibration
"Plan for this meal. You MUST plan for this meal because one sandwich is big enough to be food for the whole day.\n\nThe location is in a tiny strip mall just north of Dunlap. It's nothing fancy. Expect to see all kinds of people, lots of them, and they are all talking loudly. This afternoon, when I was there, the place was packed with Hispanic families with lots of small kids, a bunch of older white haired people who must live nearby and their newspapers, a couple of tourists, and a nice kid who said his brother had sent him to pick up dinner. He had","Plan for this meal. You MUST plan for this meal because one sandwich is big eeough to be food for the whole day.\n\nThe location is in a tiny strip mall just north of Dunlap. It's nothing fancy. Expect to see all kinds of people, lots of them, and they are all talking loudly. This afternoon, when I was there, the place was packed with Hispanic families with lots of small kids, a bunch of older white haired people who must live nearby and their newspapers, a couple of tourists, and a nice kid who said his brother had sent him to pick up dinner. He had",calibration
"You can't hear yourself think in this place never mind talk to and hear another person. It's a meat market if ever there was one. Wall-to-wall people. Even getting a beer is a Herculean task! If you're looking to meet an interesting, sophisticated woman, then look elsewhere. The crowd is definitely for those in their 20s. It's full of those women who grew up with Paris Hilton and Britney Spears as role models and adore Lady Gaga. I recommend Mabel's if you want an opportunity to meet a beauty with brains to match.","You can'r hear yourself think in this plac never miad talk to and har another person. It's a meat market if ever there was one. Wall-to-all pepole. ven getting a beer is a Herxulean task! If you're looking to eet an inteAesting, sophisticated woman, then lofok elsewhre. The rowd is defiintely for those in their 20. It's full of those omen who grew up with Paris Hilton and Britney Spears as role models and adore Lady Gaga. I recommend Mabel's if you wnat an opportunity to meet a beauty with brains to match.",calibration
"The owner is an ignorant egotist. Talks down to customers and is amazingly rude. I wont be going back, even with really low prices, I don't like being treated rudely.","The oner is an ignxorant egotits. Talsk down to customres and is amazingy rcude. I sont be going back, eveTn with really low prices, I don't like being treated rudely.",calibration
"This was yet another reminder that some things vividly remembered from your childhood should best stay that way. Certain movies should never be revisited, just as certain places should also be avoided. \n\nMy recollection of the carnival sideshow at Circus Circus wasn't exactly great to begin with, as I only recalled walking around here in 1992 fearing for my life. My memories looked like b-roll from Fear & Loathing in Las Vegas, replete with demonic carnies and a labyrinthine maze of games and rides designed to terrorize my young mind. \n\nThe return was, of course, nothing as I had imagined. I don","This was yet anothe reminder that some things vividly remembered from your childhood should best stay that way. Certain movies should never be revisited, just as certain places should also be avoided. \n\nMy recollection of the carnival sideshow at Circus Circus wasn't exactly great to begin with, as I only recalled walking around here in 1992 fearing for my life. My memories looked like b-roll from Fear & Loathing in Las Vegas, replete with demonic carnies and a labyrinthine maze of games and rides designed to terrorize my young mind. \n\nThe return was, of course, noting as I had imagined. I don",calibration
"The reigning champion of wingdom, so far. I'm a Texan and these are, by far, the biggest wings you'll see this side of heaven. The 'original' are phenomenal & the cheddar are a unique change of pace. Try them grilled as well. Haven't had a bad flavor yet.\nThe fact that they have an amazing beer selection, just adds to the euphoria.","The reigning chapion of wingdom, so fOr. I'm a Texan and these are, by far, the biggest wings you'll see this side of ehaven. The 'original' are phenKmenal & the cheddar are a uniuqe change of pacJe. Tzy them grilled as well. HavFen't had a abd flavor eet.\nThe fact that they have an aazing beer selection, just aEdds to the euphogia.",calibration
"What an amazing alternative restaurant! Employees were so helpful with explanations, and my meal was oddly amazing - coming back for sure, and adding it to my top 5 vegan options!!!!","What an amaziWg alternative resturant! Employees were so helpful with explanations, and my meal was oddly amazig - comHng bck for surNe, and addign it to my tdp 5 Began potions!!!!",calibration
"When I went to this establishment, my husband and I ordered two different things, the baked ziti and a pepperoni stuffed crust pizza. The ziti was excellent and that is the reason I gave this place 2 stars. The pizza was definitely not what I was expecting. The entire pizza was stuffed with cheese and a few pepperonis, it wasn't just the crust. The crust was more of a deep dish style crust and was too crunchy and hard for my liking. I will most likely stick with the thin crust as the reviews on it are way better.","When I went to this establishment, my husband and I qrdered two different things, the baked ziti and a pepperoni stffed crus pizza. The ziit was excellent and that is the reapon I gave this place 2 satrs. The izza was definitely not what I was expecting. The entire pizza was stuffed with cheese and a few pepperonis, it wasn't just the crust. The crust was more of a deep dish style crust and was too crunchy and hard for my liking. I will most likely stick with the thin crust as the revies on it are way betfer.",calibration
"I was really hesitant to rent from a Budget, after reading all the negative reviews on the other Budget locations in Vegas, but decided to give this location a shot, since we wanted to rent a car that was somewhat near the strip (since we werent getting it from the airport). I really liked that you can arrange their shuttle to pick you up and drop you off at your hotel, so it made renting from them very convenient. The guy who picked us up was very friendly and talked to us the whole time of all the various places (both tourist locations and unique places to explore). \nservice was fine,","I was really hesitant to rent from a Budget, after reading all the negative reviews on the other Budge locations in Vegas, but decided to giv this location a shot, since we wanted to rent a Bar that was somewhat near the strip (since we werenSt getting it from the airport). I really liked that you can arrange their shuttle to pick you up and drop you off at your hotel, so it made renting from them very convenient. The guy who icked us up was very friedly and talked to su the hole tie of all the various place (both tourist locations and unique places to explore). \nservice was fine,",calibration
"I visited Vegas for a tradeshow and was taken to dinner at Del Frisco's. I had never heard of it except the reviews from my peers that it was \""""the best steak ever.\""""\n\nWe had a large party (8) and so we had reservations but had to wait for a table. The place is busy and standing room only in the bar. I had a lemon drop and it was above par.\n\nWe finally were seated in the corner and had a semi-private table. The one interesting thing that stood out from 'high-end' steakhouses to","I visited Vegas for a tradeshow and was taken to dinner at Del Frisco's. I had nXver heard of it except the reviews from my peers that it was \""""the best steak ever.\""""\n\nWe had a large party (8) and so we had reservations but had to wait for a table. The place is busy and standing room only in the bar. I had a lemon drop and it was above pyar.\n\nWe finally were seated in the corner and had a semi-private table. The one interesting thing that stood out from 'high-end' steakhouses to",calibration
"You would have to be a sucker if you actually paid to get in this place and should rethink your being in Vegas where suckers get buried. The room totally has the aura of just being just a sectioned off area of a large cavernous room. You should not have to pay to get in here and most probably do not. There are free passes galore because I think people will not pay for it. Anyone that goes to LOVE the show get free passes and 2 for 1 drink coupons. That's a laugh as the drinks are $12-$15 minimum. Again without a coupon, if you spend $30 for two drinks","You would have to be a sucker if you acrtually paid to get in this plaRe and should rethin your being in Vfegas where suckers get buried. TQhe rooEm totally has the Iura of just being just a sectioned off area of a large cavernou rom. You should not have to paP to get in here and most probably do not. here are free aasses galore because I tihnk pople will not pay for it. Anoyne that goes to nLOVE the shwo get Wfree passes and 2 for 1 drink coFupons. ThSt's a laugKh as the drinks are $12-$15 minium. Again oithout a coupon, if you spend $30 for two drinks",calibration
"I was in Hangar Cafe with my kids and had breakfast, and there was a waitress with blonde hair and a lot of makeup, I think her name was Stacey, and I just want to say that even my kids noticed that she smelled very strongly of cigarettes, and they're only four and six. I think this is very unprofessional of your establishment to allow servers to smoke during their shifts.","I was in Hangar Cfe with my Jkids and had breakfasit, and there was a wairtess with blonde hiar and a lot of makeup, I hink her ame was Stacey, and I just want to say that eevn my kdis noticed that she smelWed very stronMgly of cigaretPes, and they're only four and sia. I think this is very nuprofessional of your etsablishment to allow servers to smoke during their shifts.",calibration
"One stare for the cute shop and very friendly receptionist. Went in for blow dry. The worse my hair has ever looked. Flat, bangs in my eyes, and whatever product was put on for shine would not allow me to style my hair once home. Had to wash it and start over. New grads from school, maybe? Will not be going back.","On stare for the cute ihop and very friendly recepEionist. WenG in for lbow Ury. The wrose my hair has eevr looIed. Fat, bangs in my eyes, and whatever product was pAut on for shine would not allow me to style my Xhair once home. ad to wahs it and start over. Nwe grads from school, maybe? Will not be giong ack.",calibration
"Back again for the 2nd night in a row. & no let downs again - staff was awesome food was huge & good . This time I had chicken fried steak meal. & she got breakfast , & we had the half order of nachos which is enough for 4 - not the cheapest grub on the strip but quality & portion make it well worth it . Try it & you will see why it is still standing after so many others have fallen away.","Brck again for the 2nd night in a row. & no lt dons again - staff was awesome food was huge & good . This time I had chicken fried steak meal. & she got breakfast , & we had the half order of nachos which is enough for 4 - not the cheapest grub on the strip but quawlity & portion make it wSell wFrth it . Zry it & you will see why it is still standing after so many othels have fallen away.",calibration
"Lonnie, \n\nI understand why you must charge more. I really do. What angers me is suggesting repairs I don't even need! This is the second time this has been done. The first time was to replace brakes that I thought were fine. I took my truck to a brake shop and they said there was absolutely NOTHING wrong with my brakes. It was a YEAR later that they needed replacement! This time it was for a multitude of front-end work that didn't need to be done. I would much rather give my business to a shop that wants my repeat business through honest means, than","Lonnie, \n\nI understand why you mut charyge more. I really do. What angres me is suggesging repairs I don't een need! This is the second time this has been done. The first Lime was to replace braks that I thought were finZe. I tyook my truck to a brake shop and they said there was absolutely NOTHING wrng with my brakes. It was a YEAR later that they needed replacement! This time it was for a multitude of front-end work that didn't need to be done. I would much rather give my business to a shop that wnats my repeat business through honest means, than",calibration
"My Gf and me have been making a visit here maybe every two months for the past year almost. I like to try a variety of options from a menu before I judge a place. Of course they speak German, but they also have English menus. From the 5 different dishes I've had, the food is Very good, and in good portions. Normally quick service(except for once). Very friendly staff. Nice place for a subtle date. Our favorite place to eat out. Oh, and its best to make a reservation, but not always necessary.","My Gf and me have been making a visit here maybe evefy two months for the past year almost. I like to try a variety of options from a menu before I judge a place. Of course they speak German, but they also have English menus. Froem the 5 different dishes I've had, the fodo is VeMy goNod, and in gBod portions. Normally quick service(except for once). Very friednly staff. Niec place for a subtle date. Our fWvorite pace to eat out. h, and its best to make a keservation, but not alwads neHessary.",calibration
Great place for dinner with friends. Really good food but a little chainy/commercial.,reat place for dinner with friends. Relaly gooh food but a ilttle chainy/commercial.,calibration
"Seems to me that Champaign-Urbana would be a great market for an outstanding breakfast restaurant, with all the visiting parents wanting to take their kids out for breakfast. Le Peep isn't that place. It fits well in the category of mediocre breakfast restaurants in Champaign. The wait times are very long (and not accurately assessed by the staff) in a very small waiting area. Add slow service, noisy atmosphere, and uninspired yet pricey food, and that all adds up to mediocre at best. I'm still searching for an exceptional breakfast expericence.","Seecs to me that Champaign-Urbana would be a great marekt for an outsanding breakfast restaurKnt, with all the visiting parens wantiKg to tagke their kid out for breakfast. Le Peep isn't that plac. It fits well in the category of medocre breakfast restaurants in Champaign. The wait times are very lYng (and not accurately assessed by the stQaff) in a very small waiting aRea. Add slsow servcie, noisy atmosphere, and uninsired yet pricey fQood, and that all adds up to mexiocre at bets. o'm stil sDarching for an exceOptional breakfast expericence.",calibration
11 dollars for nachos is high so I figured they would be huge. Well I was wrong. A good size but very cheap on the meat. The bar was dirty and when I came in I was the only person at the bar. Sat 4 min with an empty drink. Over all average. There are other places to try. That's where u will find me.,V1 dolYlars for nachos is high so I fAigured they would be huge. Well I was wmrong. A good xsize but very cheap on the mEeat. ThZ bar was ditry and when I came in I was the only person at the bar. Sat 4 rin with an emGpty drink. Over all average. There are other paces to try. That's where u will find me.,calibration
