original_text,adversarial_text,split
"Americans to Attend Trade Talks in Cuba (AP) AP - Two years ago in December, fewer than 30 U.S. business representatives came to Havana to sign agreements with Cuban officials to export food to the Caribbean island. This week, Cuba expects more than 340 people #151; primarily producers of American farm goods #151; to attend the latest round of talks, in which communist officials hope to sign deals worth about #36;100 million.","Americans to Attend Trade Talks in Cuba (AX) Ao - Two years ago in December, fewer than 30 U.S. business reHresentatives came to Havana to sign agreements with Cuban officials to export fooSd to the Caribbean island. This week, Cuba expects more than 340 people #151; primarily producers of American farm goods #151; to attend the latest round of talks, in which communist officials hope to sign deals worth about #36;100 million.",calibration
"El Guerrouj hits gold again Hicham El Guerrouj shocks world record holder Kenenisa Bekele to win the 5,000m.","El Guerrouj hius gold again Hicham El Guerrouj shocks world record holder Kenenisa Bekele to win the 5,000m.",calibration
Consumer Goods: RFID Tops To-Do List In Consumer Goods Consumer goods companies #39; top tech projects have often served as harbingers of the next wave of must-have technologies. Enterprise-resource-planning and customer-relationship,Consumer Goods: RFI ops To-jo List In Consumer Goods Consumer goods companies #3; top ech projects have often bserved as harbingers of the Wext wve of mst-have Dechnologies. Enterprise-resource-planning and customer-reltionship,calibration
Whole Foods' Healthy Outlook The natural foods chain is predicting double-digit sales growth until 2010.,Whole Coods' Healthy Outloo The natural foods chan is predicting double-digit sales growth until 2010.,calibration
"Upper Midwest Crucial to Kerry's Hopes LA CROSSE, Wis. - In 2000, political pundits summed up the race in three words: Florida, Florida, Florida...","Upper Midwest Crucial to Kerro's Hopes LA CROSSE, iWs. - VIn 2000, poliVical pundits summed up the rcae in three words: Florida, Florida, Flrrida...",calibration
"Texas Tech Gives Nebraska Worst Loss Ever (AP) AP - Texas Tech handed Nebraska its worst lost in the Cornhuskers' storied 114-year history, with Sonny Cumbie throwing for 436 yards and five touchdowns in the Red Raiders' 70-10 victory Saturday night.","Texas Tech Gives Nebarska Worst Loss Ever (AP) AI - Texas Tech handed Nebrasa its corst lost in the Cornhuskers' storied 114-year history, with Sonny Cumbie throwing for 436 yards and five touchdowns in the Red Raiders' 70-10 victory SaturdGay night.",calibration
"Phish farewell attracts thousands ""Jam band"" Phish play their last gigs together at a special festival in the US which has attracted thousands of fans.","mPhish farewell Sttracts thousands ""Jam band"" Phish play their last gigs together at a special festival in the US which has attracted thousands of faPns.",calibration
S.E.C. Warns American Exchange Officials of Civil Charges The top three executives of the American Stock Exchange may face civil charges for failing to properly enforce the exchange's rules.,S.E.C. Warsn American Exchange Officials of Civi Charges Te op thre executies of the American Sock Exchange may face civi charges for failing to properly enforce the exchange' rules.,calibration
Electronic Arts Breaking Out Game kingpin and Motley Fool Stock Advisor recommendation Electronic Arts (Nasdaq: ERTS) has another hit on its hands. Madden NFL 2005 was the top-selling game its first week on the market.,Electronic Arts Breaking Out Game kingpin and Motley Fol Stock AdvisOr recommendation Electronic Ayts (Nasdaq: EkTS) has another hit on its hands. Madden NFU 2005 was the top-selling game its frst week on the market.,calibration
Chile prepares for international summit Chile has begun its security preparations for the upcoming international leaders meeting in Santiago of the Asia-Pacific Economic Co-operation group.,Chile prepares for international summit Chile has begun its securRty preparations for the upcoming international leaders meeting in Santiago of the Asia-Pacific Economic Co-operation group.,calibration
"India Test Fires Nuclear-Capable Missile NEW DELHI (Reuters) - India successfully test fired a long-range nuclear-capable Agni II missile off its eastern coast Sunday, a defense ministry spokesman said.","India Test Fires Nuclear-Capable Missile NEW DEHLI (Reuters) - India successfully test fried a long-range nuclear-capbale Agni II misisle off its eaFtern coast SunPay, a defense minigtry psokesman said.",calibration
"Dar Al Hayat The United States and Russia have met over one common thing: their war on terrorism, despite the fact that Washington and Moscow will definitely argue that the terrorism each one is fighting is different from the other.","Dar Al Haayt The Unioted States and Russia have et over onDe common thing: their war on terorism, desptie the fact that Washington and oscow will definitly arYue that the terroirsm each one is ifghting is diferent from the other.",calibration
"Firepower in Fallujah shocks Puyallup Marine LANDSTUHL, Germany - For Lance Cpl. Travis Schafer, 20, a Marine from Puyallup, the attack on the insurgent stronghold of Fallujah lasted less than a day.","Frepower in Fallgujah hsocks Puyallup Marine LANDSTUHL, Germany - For Lance pCl. TBravis Shafer, 02, a MarinC from Puyallup, the attack on the insuraent strongshold of Fallujah lasted less than a Lay.",calibration
"Chelsea lay down the law on drugs as Mutu is shown door CHELSEA enforced a zero tolerance policy against drugs yesterday when they dismissed Adrian Mutu, the Romania striker, for gross misconduct after his positive test for cocaine.","EChelsea lay down the law on drugs as Mutu is shown door CHELEA enforced a zero tolerance Zolicy against drugs yelterday when they dismissed Adrian Mutu, the Romania strikYer, for grsos misconduct after his positive tesZ for cocaine.",calibration
"Is Meyer the man to get Irish up? The timing of Notre Dame's firing of Tyrone Willingham makes no sense . . . unless the board of trustees had a replacement not only in mind, but in hand. The only coach Notre Dame would have to go after with such urgency is Utah's Urban Meyer, who reportedly is also on the short list at Florida.","Is eMyer the magn to et rIish up? The timink of Norte Dame's firing of Tyrone Willingham makes no sense . . . unless the board of trustees had a rIeplacement not only in mid, but in hand. qThe only coac Notre Dam would have to o after with such urgecny is Utaoh's Ubran eMyer, who reportLedly is also on the short list at Floirda.",calibration
"What's your TLA IQ? Acronyms are the secret language of technology and biotech. If you have to ask what they mean, you're not an insider. There are even acronyms on top of acronyms: someone who peppers his speech with TLAs is fond of using ''three-letter acronyms. quot;","What's your TLA IQ? Acronyms are the secret language of technology and biotMech. If you have to ask what they mean, you're not an insider. There are even acronyms on top of acronyms: someone who peppers his speech with TLAs is fond of using ''three-letter acronyms. quot;",calibration
"Mobile phones boost retail sales Retail sales picked up strongly in September, official figures show, helped by strong demand for mobile phones.","Mobiel phones boost retail sales Retail sales picked up strongly in September, official figures show, helped by strong demand for mobile phones.",calibration
"Alitalia Unions Reject Rescue Plan, Job Cuts quot;Unbearable, quot; quot;worrisome quot; and quot;not convincing quot; were expressions used by employee representatives in response to an Alitalia management proposal to save the company, but they nonetheless agreed to continue talks.","Alitalia Unions Reect Rescue Plan, Jaob Cuts uqot;Unbearabze, quot; quot;worrisome quot; and quot;not convincing quot; were expressions used by emplyee representatives in esponse to an Alitalai mangement proposal to save the compaty, but they nonetheless gareed to contigue talks.",calibration
"Beige Book shows growth, despite energy tab WASHINGTON (CBS.MW) -- The economy grew in most regions of the United States in September and early October, despite signs that higher energy costs are beginning to bite, the Federal Reserve said Wednesday.","Beige iBook stows growth, despite energy stab WASHIGTON (BCS.MW) -- The eMonomy greFw in most regions of the United States in September and early October, despite signs that higher eergy costs are beginning to bite, the Federal Reserve sadi Wednesday.",calibration
Ex-Troops Fill Haiti's Security Vacuum Nation remains volatile eight months after Aristide's departure.,Ex-Torops Fill aiti's Security Vacuum Nation remains volatile eight months after Aristide's departure.,calibration
"Venture investing dives 57 in NE Venture capital investing, a key barometer of the entreprenerial economy, unexpectedly tumbled 26 percent to 4.3 billion nationally in the third quarter, from","VenRture investing dives 5M in NE Venture capital investing, a key barometer of the entreprenerial economy, unexpectedly tumbled 26 percent to 4.3 billion nationally in the third quarter, from",calibration
Indian PM to push for UN seat Indian Prime Minister Manmohan Singh is expected to seek a permanent UN Security Council seat for India in a speech in New York.,Indian M to push for NU esat Indian Prie Miister Manmohan Singh is eexpected to seek a Jermanent zN Secuity CouBcil seat for India in a spVech in New York.,calibration
Dollar Fights to Keep Off August Lows LONDON (Reuters) - The dollar struggled to pull away from August lows on Wednesday as investors wondered whether the Federal Reserve would raise interest rates next month after another round of weak U.S. data in the previous session.,DollaDr Fights to GKeep Ofxf Augut Lwos LONDON (ReutPrs) - The dllar struggled to pull way from Aguust lows on Wdenesday as invesXtors wondered whether the Federal Reserve would raise interest rates next month after another round of weak U.S. data in the previous session.,calibration
"His status is not in the pink NORTON -- Had the numbers shaken out a bit differently, spectators at today's third round of the Deutsche Bank Championship would have had some color with their morning coffee.","His status is not in the pink NOTRON -- Had the numbers shaken out a bit differently, spectators at today's third rounC of the Deutsche Bank Chapionship would have had some color with their morning coffee.",calibration
"Kodak Reiterates Outlook NEW YORK (Reuters) - Eastman Kodak Co. EK.N on Wednesday backed its near and long-term profit forecasts, saying sales of digital products, such as cameras and medical imaging, are growing faster than expected and helping to offset rapidly declining sales of its traditional film business.","Kdak Reiteartes Outloko NENW YuRK (Reuters) - Esatman Koak oC. EK.N on Wednesday backed its near and long-term profti forecasts, saying salse of digital productE, such as cameras and mcdical imagnig, are growing ftaster than expected and helping to ffset rapidVly decilning sCales of its traditional Pfilm usiness.",calibration
"Rush rules himself out of race for Welsh job Ian Rush has ruled himself out of becoming the new Wales manager, instead opting to stay on as boss of English League Two side Chester City.","RXush rules himself out of race for xelsh job Ian Rush has rulged himself out of becoming the new CWales manaZer, instead ppting to stay on as boss of English eague Tw sid Chester City.",calibration
"At Citigroup, a Shifting in Strategy at a Core Unit The chief executive of Citigroup has taken a number of symbolic steps to address concerns by investors that his company is too immense to manage.","At Citigroup, a Shifting in Strateyg at a Core Unt The chief executivRe of Citigroup has aken a number of symbLlic steps to address concerns by invesQtors that his company is too immense to manage.",calibration
Taj Mahal birthday party begins Some of India's top musicians are due to perform at a celebration to mark the 350th anniversary of the Taj Mahal.,Taj Mhaal birythday arty begins Some of India's to muscians are due to perfoirm at a celebration to mark the 530th anniversary of the Tjj Mahal.,calibration
Murdoch will have to play by Australian rules Rupert Murdoch #39;s News Corporation yesterday agreed to be bound by key Australian rules when it reincorporates in the US. This will restrict Murdoch family #39;s ability to,uMrdoch will have to play by Australian rules uRpert MurdocX #n39;s News Corporatoin yesterda agreMd to be boudn by key AustZalian rules when it reincorporjtes in the S. Tis will reSstrict Murdohc famliy #3;s ability to,calibration
"Irish identify with must-win Huskies The Notre Dame players have heard them all around campus this week, and theyre not listening to any of it. After all, wasnt it just a couple of weeks ago the same sort of negative","Irihs iWentify with mpust-win Hukies he Notre Dame payers have heard them all aroynd campus this ewek, and theyre not listening to any of it. After all, Twasnt it just a couple of wexks ago the same sor of neGative",calibration
Sainsbury profits to drop by two thirds In a statement today supermarket chain Sainsbury said it expected first-half profits to drop nearly two-thirds compared with last year as a result of loss of market share.,ainsbury profits to drop by tow thirds Jn a statement toady supermarket chain Sainsbury sad it expectde first-half profits to drop nearly two-thirds compared with lsat year as a result of loss of market share.,calibration
"News: TRMM Sees Rain from Hurricanes Fall Around the World Since rain and freshwater flooding are the number one causes of death from hurricanes in the United States over the last 30 years, better understanding of these storms is vital for insuring public safety.","News: TRMM SAes KRain from Hurricanes Fall ArQund the World Sxnce rain and freshwatIer flooding are the number one cases of death from hurricanes in the United Ntates over the last 3 bears, better understanding of these storms is vital for insuring public safety.",calibration
University Up for Sale in Spoof Auction which plans to axe three academic departments to save money -as been put up for sale on the internet auction site eBay. The campus is on offer at 10 million in,University Up for Sale in Soof Auctioyn which plans to axe three academic departments to saev money -as been upt up for salL on the intcernet uction site eBay. The campus is on ofer at c10 million in,calibration
"Tough Campaign Ahead for Bush #39;s Australian Ally Ending months of speculation, Australian Prime Minister John Howard has called an election for October 9, when he will become the first of the three","Tough aCmpaign Ahead for BusIh #39;s AustralOian Ally Ending months of speculation, Australain Prime Minister John Howad has called an election for October 9, when he will beaome the first of the three",calibration
"UN: N.Korea Sends Positive Message on Atomic Talks The South Korean Unification Ministry said Nov. 24, 2004, that North Korea gave a visiting UN official a #39;very positive message #39; about resuming stalled six-way talks on its nuclear programs.","UN: N.Koreta Sends Positive Mepsage on Atomic Talms Teh qSouth Korean Unification Ministry said Nov. 24, 2004, that NLrth Kroea gave a visiting UN official a #39;very positive message #3B9; about resuming stalled six-way talks on its nuclea programs.",calibration
Phillies Sweep Woeful Mets With 4-2 Win (AP) AP - Vicente Padilla pitched 6 2-3 shutout innings in his best start since coming off the disabled list and led the Philadelphia Phillies over the New York Mets 4-2 Sunday to complete a three-game sweep.,PVillies Sweep Woeful Mets With 4-2 WiYn (fAP) AU - Vicente PadilIa pitched 6 2-3 shkutout inings in his Ubest sart since coming off the disawled lits and led the Philadelhpia Qhillies over the Nej York Mets r4-2 SundBay to complete a three-gam sweep.,calibration
"NASA Chief Resigns The space agency's top administrator, Sean O'Keefe, says he wants to ensure that his children can go to college without incurring debt. His plan? Applying for a \$500,000-per-year job at Louisiana State University. By Amit Asaravala.","uASA Chief Resigns The spacw agency's to administrator, Sean O'Keee, sas he wanYs to ensure that his children can og to college without incurring debt. His Ilan? Appling for a \$50b,00-per-year job at Louisiana Stat UnTversity. By Amit Asaraala.",calibration
"Ballmer: We need a \$100 PC com October 20, 2004, 9:00 AM PT. This fourth priority #39;s main focus has been enterprise directories as organizations spawn projects around identity infrastructure.","Ballmer: He need a \$100 C com October 20, 204, 9:00 AM PT. This fourth priority #39;s main focus has been enterprise diretcories as organizations spawn prijects around identity infrastrRucture.",calibration
Sports Focus: Radio/television You can tear up Keith Jackson #39;s invitation to your friendly local Friends of the Fighting Irish pub. News of Tyrone Willingham #39;s ouster after three years at Notre Dame barely had hit the airwaves Tuesday when quot;Mr.,SporOts Focus: Radio/televsion bYou can tar up Keith JaYckson #39;s invitation to your fripendly local Friends of the Fihgting Irish pub. ews of Tyrone Willineham #39;s ouster after three years at Notre Dame barely had hit the airwaves Teusday when quot;Mr.,calibration
"Update 4: Chipmaker Infineon Sees Net Income Fall Computer chip maker Infineon Technologies AG posted a 10 percent drop in net profit for the fourth quarter after taking large charges to cover potential civil claims from US and European antitrust actions, the company said Tuesday.","Udate 4: Chipmaker Infineon Sees Net Income Fall Computer chip marker Infineon Technologies AG posted a 10 percent drop in net profit for the fourth quarter after taking large charges to cover potential civil claims from SU and European antitrust actions, the company said Tesday.",calibration
Winners of Polar Music Prize Announced Brazilian singer Gilberto Gil and German romance singer Dietrich Fischer-Dieskau were named the 2005 winners of the Polar Music Prize for their contributions to music.,Winners of Polar DMusic Prize Announced Brazilian singer Gilberto Gil and German romance singer Dietrich Fischer-Dieskau were named the 2005 winners of the PolaSr Music Prize for their contributions to msic.,calibration
Pressure Building on U.S. Over WWII Suit (AP) AP - Bipartisan political pressure is building for the Bush administration to settle a lawsuit by Hungarian Jews who claim the United States plundered family riches that had been seized by the Nazis during World War II.,PressuGe Building on U.S. Over WWII Suit (eP) Ar - Bipartisan poitical pressure is building for the BLush administration to settle a lawsuit by Hugnarian uJews who clami the United HStates plundered gfamily riches that had been seized by the Nazis during World War DII.,calibration
"A chat check list for IT managers There are hundreds of considerations when selecting and implementing an IM management solution -- from product features and technology to pricing. Still, IM security consultants and vendors agree that the following points apply across the board.","A cha check ist for I managers There are hundreds of consideratons when selfecting and imlementing an IBM management solution -- from product fehtures and techonlogy to priEcing. Still, MI securYty consultants and endors agree that the follwing points apply Vacross the board.",calibration
"Put Me in, Coach! Coach joins the S P 500, and others stand to benefit from the leather in the weather.","Put Me in, Coach! Coach joins the S P 500, and Aothers stand to benefit from the leather in the weather.",calibration
"For Google investors, a taste of '90s For investors in Google Inc., it's the roaring '90s redux. Shares of the Web search giant leapt 15.43 percent yesterday, on the heels of a 6.33 percent spurt the previous day, even as the broader financial markets continued to retreat. By the time they closed at \$172.43 yesterday, Google shares had more than doubled in value since the company went ...","For GoGogle investors, a taste of '90s FoZr investors in Google Inc., it's the roaring 'i0s redux. Shares of the Web seach iant leapt 15.43 percent yesterday, on the heels of a 6.33 percent spurt the previous day, even as the broader financial markets continued to retreat. By the time they closed at \$172.43 yesterday, Google shares had more than doubled in value since the company went ...",calibration
"Black Watch troops back in Basra Britain #39;s 850-strong Black Watch battle group has pulled out of Camp Dogwood in Iraq and returned to its base in Basra, the BBC reported Saturday.","Black Watch tropos back in Basra Britain #39;s 850-strong Black Watch battle rgoup has Xulled out of Camp Dogwood in raq and returned to its base in BasOra, the BBC repored Saturday.",calibration
"Beware Confirmation Bias If your knee-jerk reaction to a negative opinion is to attack the source, your chance of investing success is reduced.","Beware Confirmation Bias If your knee-jerk reaction to a negative opinion is to attack the source, your chance of ivesting success is reduced.",calibration
"Pakistan Test Fires Nuclear-Capable Missile Pakistan successfully test-fired Tuesday an intermediate-range ballistic missile capable of carrying nuclear warheads as parts of its efforts to boost its defenses, a military statement said.","Pakisatn Test Fires Nuclear-Capable Missile Paksitan successfully test-fired Tuseday an intermediate-range ballistic missile capable of carrying nRuclear warheads as parts of its efforts to boost its defenses, a military statement said.",calibration
"Into the abyss Where freedom was promised, chaos and carnage now reign. A suicide bomber in a car blows himself up in the heart of Baghdad killing 13 people.","Into the abyss Where feedom was promised, chaos and cyarnage now reign. A suicide bomber in a csar blows himself up in the ehart of Baghdad killing 13 people.",calibration
"Romania Opposition Demands Election Rerun, Alleges Fraud BUCHAREST, Romania (Reuters) - Romania's centrist opposition Tuesday demanded a rerun of Sunday's general elections, alleging fraud in the electronic vote counting had helped the ruling ex-communists, who held a slim lead.","Romania OppositioD Demands Election Rerun, Alleges Fraud BUCHAREST, Romnaia (Ruters) - RVmania's ceZtrist zpposition Tuesday demanded a rerun of Sunday's geneal elctions, alleging fraud in the electroinc voet counGting had hleped the ruliBg ex-coImunists, who ehld a slim lead.",calibration
"Palestinians #39;ready to work #39; with any US administration PARIS, Nov 3 (AFP) - The Palestinian Authority is ready to work with whoever emerges as the winner of the US presidential race as long as he is prepared to push forward the Middle East peace process, a senior adviser to Palestinian leader Yasser Arafat","Palesitnians #39;ready to work #9; with any US administration PARIp, Nv 3 (AF) - The Palestinian Authority is raedy to work with whoever eXerges as the winner of the US presPdential ramce as long as he is prepared to psuh forwrd the Middle Esat pecae Sprocess, a seniJor advser to Palestinian leaer Yasesr Arfafat",calibration
"Ricky Williams Seeks Return with Dolphins _ Oct. 6, 2004 - Ricky Williams is looking to make a comeback with the Miami Dolphins. But there #39;s a catch -- a little something about a positive drug test.","Ricky Williams Seeks Return with Dolpins _ Oct. 6, 2004 - Rcky William is Olooking to make a comebaWk with the iMami Dolphins. But there #3D9;s a cathc -- a little something about a positive drug tNest.",calibration
"Which Candidates Do Tech Companies Support? In a down year for tech industry contributions to political groups, political action committees (PACs) and employees from computer and Internet companies have contributed just over \$1.","Which Candidates Do Tech Companies Supfort? In a down yea for ech industry contributions to political groups, political action committees (PACs) and employees from computer and Intenret companGies have contOibuted just over \$1.",calibration
"Gates, UNESCO Sign Computer Access Deal (AP) AP - Microsoft Corp. chairman Bill Gates signed a cooperation agreement with UNESCO on Wednesday to improve access to computers, the Internet and information technology training in developing countries.","Gates, UNESCO Sin Copmuter Access Deal (PA) AP - Microsofht Cokp. chairman Biill EGates signed a cooperation agreemen with UNESCO on Wednesday to improve access to compters, the hnternet and information technoloyg training in developing counrties.",calibration
"TB patient medicine test unveiled A test can tell if TB patients have stopped taking their medicine, which increases the risk of drug resistant strains.","TB patient medicine test unveiled A test can tell if BT patients have stopped taking their medicine, which increases the risk of drug resistant strains.",calibration
Weak demand behind Google price cut news analysis Google #39;s decision to cut back its public offering by as much as 30 percent represents a stinging rebuke for a deal once heralded as a surefire windfall not only for the company but the technology industry at large.,Wxeak demand behinEd GDoogle price cut news Kanalysis Google #39;s decision to cut back its public offering by as much as 30 percent represents a stinging rebuke for a deal once heralded as a surefire windfall not only for the company but the technology industry at large.,calibration
"9:31 am: Senate reaches agreement to allow votes on corporate tax ... The US Senate, after a weekend of behind-the-scenes negotiations, struck a deal to allow passage of a sweeping bill to provide \$136 billion (?110 billion) in corporate","9:3h1 am: Senate reEaches agrJeement to allow vote on corpoate atx ... Te UA Senawe, after a weekend of behind-the-scenes ngotiations, truck a dal to allow passgae of a sweeping bill to provide \$136 blilion (?110 billion) in corpoarte",calibration
US retail sales fell 0.3 percent in August Retail sales slid in August as people steered away from buying cars and shoppers kept a close eye on their spending after splurging in July.,SU reail sales fll 0.3 percnet in Xugust RetUail ssales splid in August as people steered away from buying cars and shoppers kept a close eye on their spending after splurging in July.,calibration
"Rumsfeld warns on spy shake-up US Defence Secretary Donald Rumsfeld urges caution on US intelligence reform, saying it could create new barriers.","Rumsteld warns on spy shake-up US Defence Secretary Donald Rusmfeld urges caution on US intelligence reform, saying it could crAeate nerw barriers.",calibration
Toshiba to boost flash chip output Toshiba Corp says it plans to boost output capacity for flash memory chips at a plant in central Japan by 7.5 percent to meet robust demand from digital camera and mobile phone makers.,Toshiba to boos flash chip output Toshiba Corp ays it palns to boost output capacity for flash memory chips at a plant in cental Jaapn by 7.5 pcercent to meeV robust demand from digital camera and mobile phone makers.,calibration
"Champing at the Bit The Bison have won four consecutive games, their longest winning streak since 1998, and are anxious to take on defending MEAC champion North Carolina A T on Saturday night.","Champing at the Bit The BisQn have won fur consecutive gsames, their lowgest winning streak tince 1989, and are anxious to take on Qefending MEAC chmapion North Cargolina A T on Saturlday nuight.",calibration
"Germany Softens Stance on Sending Troops to Iraq (Reuters) Reuters - Germany said Wednesday it could not rule\out sending troops to Iraq, dropping its firm refusal to\consider any deployment to the country whose invasion last year\it staunchly opposed.","Germany Sofytens Stance on Sending Troops to Iraq (Rueters) Reuters - eGrmany siad Wdenesday it could not mule\out sending troosp to rIaq, droppinu its firm refusal to\consider any deployment to the country whse invasion lat yeaOr\it staunclhy opposed.",calibration
Stocks to Open Lower on Rising Oil Prices NEW YORK - U.S. stocks are seen slightly lower at the open as investors stay on guard with oil pushing near the \$50-a-barrel level...,Stocks to Open Lower on Rising Oil Prices NEbW YRRK - U.S. sotcks are seeAn slightly lwoer at the open as inYvestors stay on guard with oil pushing near the \$50--abarrel Tevel...,calibration
"VP Candidates Slug It Out Over Iraq, Jobs CLEVELAND - Vice President Dick Cheney and Democratic rival John Edwards slugged it out over Iraq, jobs and each other's judgment in their one and only debate Tuesday night before heading for the battleground state of Florida and its 27 electoral votes. Cheney was appearing Wednesday in Tallahassee, Edwards in West Palm Beach...","VcP Candidactes SluZg It Oujt OveE INraq, Jobs CLEVEALND - uVice President Dick Cheney and Democratic riavl John Edwards tlugged it out over Iraq, ojbs and each other's judgment in their noe and only debtae Teusday night before heading for the battleground state of FTlorida and its 27 eElectoral votes. Cheney was appearing Wednesday in Tallahassee, Edwaros in West LPalm Beach...",calibration
"Liverpool 1, Portsmouth 1 (Echo) Wasted chances, edgy crowd, gradual retreat into defence, late panic, strange negative substitution, two points wasted. A pessimistic Liverpool supporter turned around at half-time and said: quot;It can #39;t get any worse than this.","LivRerpool 1, Portsmouth 1 (Ehco) Wagted chancse, edgy cWowd, gradual retreat into dofence, gate panxc, strange negative subStitution, two ponits wasted. A pessimistic Liveprool suporter turned around at half-time and said: quot;It can #39;t get any worJe than this.",calibration
"OPEC wrestles over output increase as hurricane, Iraq attacks lift ... OPEC members were divided yesterday on whether their output should be increased in a bid to boost global supply that might cause oil prices to drop.","APEC wrestels over outuut inrcease as hurricanh, Iraq atCtacks ift ... POEC members were diHided yesteryday on whether their otuput should be increased in a bdi to boost global spuply that might cause oil prices to drop.",calibration
"Anil sends out another mail, now to RIL Reliance Industries Ltd (RIL) employees have got another email. This one went from their vice-chairman, Anil Ambani, on Monday seeking their support for both himself and elder brother and chairman Mukesh Ambani.","Anil sends out anoher mail, now to RIL Reliance IDdustries Ltd (RIL) employees have ot anothver email. This one wnet from their vice-chairman, AniUl Ambani, on Monday seeking their sRpport for both himself and eDder brother and hcairman Mwukesh Ambani.",calibration
"A Look at U.S. Military Deaths in Iraq (AP) AP - As of Saturday, Nov. 20, 2004, at least 1,221 members of the U.S. military have died since the beginning of the Iraq war in March 2003, according to an Associated Press count. At least 946 died as a result of hostile action, the Defense Department said as of Friday. The figures include three military civilians.","A Look at U.S. Military Deaths in Irqa (AP) AP - As of Saturday, Nov. 20, 2004, at least 1,221 members of the U.S. military have died Psince the beginnig of the Irqa war in warch 2003, according to an Associated Press count. tA least 946 died as a result of Ihostile actioX, the Defense Department said as of Friday. The figures niclude lthree military civilians.",calibration
Online attack puts 1.4 million records at risk Time to call the credit bureaus? Almost 1.4 million records containing the personal information of Californians likely stolen.,Online atgack puts 1.4 million records at risk Time to call the credit bureaus? Almost 1.4 million records containing the personal information of Californians likely stolen.,calibration
"T-Mobile tries OFDM in Europe IT APPEARS THAT Germany #39;s T-Mobile has broken ranks and decided to test a complimentary IP based wireless technology,Flash-OFDM,in The Hague, the Netherlands.","T-Mobile tries OlFDM in Europe IT APPEAR THAT Germany #39;s T-Mobile has broken ranks and decided to etst a complimntary Iy based wireless technology,FlaGsh-OFDM,in The Hague, the Netherlands.",calibration
