original_text,adversarial_text,split
"I guess I'm truly in the minority on this place. So many of my Yelp friends gave it rave reviews that I was really excited to try this place when my friend was in town in March.\n\n(It was also one of the only places that you could get boba at 10pm.)\n\nSo we go inside and there's a strange mix of smells. At first you're like, \""""Oh, this is different\"""" and I try to associate different with good, but the smells change and you're like, \""""Hmm, not sure if good\"""" with a confused","I guess I'm truly in the minorities on this place. So many of my Yelp friends gave it rave reviews that I was really overjoyed to endeavour this place when my friend was in town in March.\n\n(It was also one of the only places that you could get boba at 10pm.)\n\nSo we go inside and there's a strange mix of smells. At first you're like, \""""Oh, this is different\"""" and I try to associate different with good, but the smells change and you're like, \""""Hmm, not sure if good\"""" with a confused",calibration
"It was fun to go since I have been to the real one in Munich and the other fake one in Newport, KY. The food was good and the dark beer was as I remembered it. My waitress actually was fully fluent in German and her entire family was from Stuttgart, Munich and Frankfurt.......that helped. Get the poached sausages, you can't go wrong!","It was droll to go since I have been to the real one in Monaco and the other fake one in Newport, KY. The edible was decent and the dark coffin was as I remembered it. My waitress actually was fully fluent in German and her entire family was from Stuttgart, Munich and Frankfurt.......that helped. Get the poached weenie, you can't go fallacious!",calibration
"We had an awesome lunch here!! You get a 3 course lunch for $9.99. It includes soup OR salad, an appetizer and an entree. You can choose, brown rice, fried rice or fried rice. I had the wonton spup, best I've ever had. The broth was delicious! For an appetizer I chose the crab wontons. I could make a meal of these. My entree was the Thai shrimp. Nice spicy sauce and I believe it was 8 nice size shrimp. I opted for the fried rice which was fantastic. They give you a nice size portion on everything. Service","Ourselves had an wondrous lunch here!! You obtaining a 3 courses dined for $9.99. It consists soup OR lettuce, an entree and an entrées. You can chose, lebrun rice, busted rice or frits rice. I had the wonton spup, nicest I've always had. The paprika was tasty! Onto an sandwiches me selecting the crustaceans wontons. I did provide a food of these. Months entree was the Thai shrimp. Gentil pungent ketchup and me believing it was 8 handsome size scampi. me opted for the fried rhys which was wondrous. They give you a belle caliber portion on everything. Service",calibration
I would have given this a one star but the staff was too nice and accomodating to do that. \n\nThe order was:\nCoconut Shrimp\nSeared Tuna Appetizer\nHouse Salad\nPork Chops\n\nThe reason for the opening statement was my order was wrong. I had ordered the pork chops and what came out was a pork tenerloin. My GF ordered a rib eye just above medium but hers came out very well done. The staff was very apologetic and said they would prepare us another order. The manager on duty,me would have given this a one starr but the staff was too nice and accomodating to do that. \n\nThe order was:\nCoconut Shrimp\nSeared Tuna Appetizer\nHouse Salad\nPork Chops\n\nThe reason for the opening statement was my order was incorrect. I had ordered the pork chops and what came out was a pork tenerloin. My GF commanded a coasts eye just above averages but hers came out very well done. The staff was very apologetic and avowed they would formulate our a behest. The manager on duty,calibration
"Had my wedding here, and the place was gorgeous. It's an older timeshare place, and you can tell that by the fact they've stopped doing their shuttle to the airport and strip, along with no free wi-fi. The pool was amazing, and my son loved the water slide. You can't beat the value, just avoid the \""""free show or hotel credit\"""" trap for the hard sell when it comes to their timeshares. They'll try to give it to you when you ask for your parking pass - They are a well oiled sales machine.\n\nMy only real issue","Had my wedding here, and the place was beautiful. It's an older timeshare place, and you can tell that by the fact they've stopped doing their shuttle to the airport and strip, along with no free wi-fi. The pool was startling, and my son loved the water slide. You can't overcame the valuing, just avoid the \""""free show or hotel credit\"""" trap for the hard sell when it comes to their timeshares. They'll try to give it to you when you ask for your parking pass - They are a well oiled sales machine.\n\nMy only genuine matters",calibration
"fremont street experience.. it's a free show! \n\nit's a cool place to hang out for awhile, you have the show going on, vendors and booth to look around... crazy people all dressed up to take pictures. And easy access to any casinos. youi're literally only a few steps away from the casino. Unlike the strip where you think you're a few steps.. but really you're miles away. haha","modesto street experience.. it's a frey show! \n\nit's a copacetic place to hang out for awhile, you have the showing going on, salesmen and booth to look around... crazy people all dressed up to take pictures. And simpler accede to any casinos. youi're literally only a few steps away from the casino. Although the strip where you think you're a few steps.. but really you're miles away. haha",calibration
"This location closed at least 10 minutes early. Hours said open to 9. We got there at 8:45. In the time it took to to write this review, no less than five additional people tried to enter the establishment to no avail. The ice cream probably would have tasted scrumptious if I had gotten any. I was looking forward to ending a special night with a special treat. Ben & Jerry's you have made me sad.","That location closing at weakest 10 record early. Period tell open to 9. Our have there at 8:45. At the moment it had to to typing this reviews, no less than five addendum pueblo tried to intro the creation to no avail. The ice cream certainly were have devoured scrumptious if I had was any. me was watching anxiously to ending a special blackness with a specialised treat. Ben & Jerry's you have made me sad.",calibration
"I've been meaning to drop by Naka Sushi for a while, but finally got the chance today after finishing up my work day. The environment itself is very comfortable and they have TVs with ESPN on them so one thing down for myself. The lunch price is very reasonable for AYCE sushi. I didn't stuff my face as full as I usually do, but I did try a few items such as the Tako, Surf Clam, a Tod roll?, muscles, and the white tuna. Everything was really good, the only real complaint I had was that the Tod roll seemed to break apart really easily","I've been meaning to drop by Naka Sushi for a while, but finally got the chance today after finishing up my work day. The environment itself is very squeamish and they have TVs with ESPN on them so one thing down for myself. The lunch price is very judicious for AYCE sushi. I didn't stuff my face as full as I usually do, but I did try a few items such as the Tako, Surf Clam, a Tod roll?, muscles, and the white tuna. Aii was indeed decent, the only real claim I had was that the Tod roll seemed to break apart really easily",calibration
"I have dealt with Clyde (the owner) and his staff for 30+ years. You can not stay in business that long if service and product availability is lacking. It is just the opposite. Pricing has ALWAYS been good. Service has ALWAYS been solid and consistent over all these decades. Of course, clientele has changed, and changed dramatically in the last several years. Impulse buyers are coming out in droves. An undereducated and sensitive lot they are. Expectations all over the board. The Pistol Parlour has weathered these fluctuations in the market far better than ANY shop in the Phoenix metropolitan area.","I have dealt with Clyde (the owner) and his staff for 30+ years. You can not stay in business that long if service and product availability is missing. It is just the opposite. Pricing has ALWAYS been good. Service has ALWAYS been solid and consistent over all these decades. For course, users has changed, and changed dramatically in the last several years. Impulse buyers are coming out in droves. An undereducated and sensitive lot they are. Expectations all over the board. The Pistol Parlour has degraded these movements in the market far nicer than ENTIRE shop in the Phoenix metropolitan area.",calibration
"I've tried this place twice and each time the anticipation was greater than the end result. \n\nThe idea is so exciting because the possibilities seem endless. You can pay for unlimited meals or just one, but either way it seems a little expensive for what you get. They give you 2 bowls - one for your food and a smaller one for your sauce. You build your meal by going through a buffet line and choosing your meat(s), veggies, seasoning, and sauce. You can pile it high to the point of overflowing or you can keep it small. Tip: the veggies really shrink when cooked so your bowl","I've tried this place twice and each time the anticipation was greater than the end resulting. \n\nThe brainchild is so exciting because the possibilities seem endless. You can pay for unlimited meals or just one, but either way it seems a little expensive for what you get. They give you 2 bowls - one for your food and a smaller one for your sauce. You build your meal by going through a buffet line and choosing your meat(s), veggies, seasoning, and sauce. You can pile it high to the point of overflowing or you can keep it small. Tip: the veggies really shrink when cooked so your bowl",calibration
"Decent Americanized Chinese food along with the staple salad bar fixings. The carved roast beef was moist, tender, and flavorful. The beef gravy appeared to be made from the roast and not a can or a package.\n\nI agree with Heather C., The Crab Ragoon, Mmmmmmmmm ! I'm also a fan of the peanut chicken.\n\nThe wait staff was attentive about refilling drinks and removing used dishes.\n\n$11 for dinner and $1 for soda hard to find much like it in Madison.","Decent Americanized Chinese food along with the staple salad bar fixings. The carved roast beef was damp, offering, and flavorful. The beef gravy appeared to be made from the roast and not a can or a package.\n\nI agree with Heather C., The Crab Ragoon, Mmmmmmmmm ! I'm also a blower of the peanut chicken.\n\nThe wait staff was cautious about refilling drinks and removing used dishes.\n\n$11 for dinner and $1 for soda hard to discoveries much like it in Franklin.",calibration
"Coffee: Decent, but didn't blow my skirt up\nSet-up: Nice decor, lots of room to spread out\nService: Awful. Don't make me feel like I'm inconveniencing you. I can and will take my business where it's appreciated (Fair Trade, Cartel/Conspire or Lux, for example)\nAtmosphere: TURN THE FRIGGIN ELECTRONICA DOWN! I enjoy scheduling meetings off-site but not where I need to use sign language to communicate with my vendors. \n\nIMPORTANT: My experiences at L","Coffee: Decent, but didn't blow my skirt up\nSet-up: Nice decor, lots of room to spread out\nService: Horrendous. Don't make me feel like I'm inconveniencing you. I can and will take my business where it's appreciated (Fair Trade, Cartel/Conspire or Lux, for example)\nAtmosphere: TURN THE FRIGGIN ELECTRONICA DESCENDING! I enjoy scheduling meetings off-site but not where I need to use sign language to communicate with my vendors. \n\nIMPORTANT: My experiences at L",calibration
"I have to write in regards to their service recovery and poor customer service. They take reservations for parties of 4 or more but any less than that, you have to wait. When I called to ask about this policy, especially due to the below zero temperatures today, they could not do anything for me but rather said I would have to come in and see what happened. This is the sort of business that I won't go to ever again because of the poor customer service - we had their sushi once before and it was very good but I can't stand to frequent a place with a terrible manager.","me have to write in regards to their department recovery and needy shoppers department. They bear misgivings for parti of 4 or more but any less than that, you have to hoping. When I telephoned to poser about this strategies, especially due to the below zilch temperatures tuesday, they ai not do somethin for me but pretty say me did have to incoming in and admire what landed. That is the sort of company that me won't budge to forever again because of the needy client department - we had their sushi once before and it was very good but I can't stance to frequently a platz with a terrible admin.",calibration
"It's been quite a while since I came to CPK. I came (somewhat) resistantly for dinner to meet friends. My last visit to this location provided medocure service (at best) and a gummy under cooked pizza and a somewhat wilted salad. I have to say that this trip that both the service and the food were markedly improved. Funny, but I went to a pizza place but strangly enough I typically don't seem to order pizza. I decided to try one of their new salads, the Moroccan-Spiced Chicken. I totally loved the combination of (roasted) buttern","It's been quite a while since I came to CPK. me came (somewhat) resistantly for dinner to meet friends. My latest visit to this location yielded medocure service (at best) and a gummy under cooked pizza and a somewhat wilted salad. I have to say that this traveling that both the service and the food were sharply enhanced. Funny, but I went to a pizza place but strangly enough I typically don't seem to order pizza. I decided to try one of their new salads, the Moroccan-Spiced Chicken. I fully adores the combination of (roasted) buttern",calibration
"I've had two spray tans from Shannon and both times they have been wonderful. I have had a number of spray tans around the country and Shannon's are by far the best. First, her product is great, lack of horrible scent as mentioned from other reviewers, provides a very natural looking tan and she works with you prior to customize the level of tan you desire. Second, Shannon is as good as it gets when it comes to tanning. Both times the tan was perfect. Finally, she's a nice person. That's the trifecta when it comes to quality in my book - will definately","I've had two spray tans from Shannon and both times they have been resplendent. I have had a number of spray tans around the country and Shannon's are by considerably the higher. Initial, her product is great, insufficiency of horrendous scent as mentioned from other reviewers, provides a very inherent looking tan and she works with you prior to customized the level of tan you desire. S, Shannon is as guten as it gets when it comes to tanning. Thus times the tan was blameless. Potentially, she's a enjoyable person. That's the parlay when it originates to qualification in my book - will definately",calibration
"Amazing selection, quite tasty (but generally not quite delicious) food. Fish was nicely cooked, and sushi was reasonably fresh. Pastas seemed a bit warmed over, and the desserts were uniformly too sweet for my taste.\n\nStill, though, with at least a handful of standouts (smoked salmon! shrimp cocktail!, surprisingly tasty pizza!)... you're likely to get your money's worth if you're at all hungry, especially if you're impressed by the insane variety of foods like I was.\n\nI actually went twice... once Thursday night at 9:30pm for a late dinner ($","Surprising selection, quite tasty (but generally not altogether delicious) feeding. Fish was nicely cooker, and appetizer was reasonably expense. Pastas seemed a bite reheated over, and the desserts were uniformly too sweet for my taste.\n\nStill, despite, with at least a handful of standouts (smoked lox! scampi cocktail!, appallingly yummy pizzeria!)... you're likely to obtains your money's worth if you're at all hungry, especially if you're shocked by the insane assorted of foods like I was.\n\either actually went twice... once Thursday night at 9:30pm for a late dinner ($",calibration
"A lot of the restaurants in big casinos put more emphasis on being eye-catching and different, while the food is too often an afterthought. \n\nThis isn't the case at Burger Bar. For serving some of the most common food in our culture (ground beef), they really do it right. Sure, it's a little more than a fast food burger, but you'll leave more satisfied.\n\nAll the burgers are tender, juicy, perfectly cooked, and the service has been top notch every time I've been there. The little TVs at each table are a nice touch also, particularly when","another consignment of the restaurants in big casinos put more emphasis on being eye-catching and different, while the food is too often an afterthought. \n\nThis isn't the example at Cheeseburgers Solicitors. For serving some of the most common food in our culture (ground beef), they indeed do it right. Assured, it's a little more than a quick food burger, but you'll license more gratified.\p\nAll the burgers are solicitation, moneymaking, quite cooked, and the service has been high furrow each times I've been there. The little TVs at each table are a nice touch also, particularly when",calibration
Awesome authentic food.,Splendid actual food.,calibration
"Sardella's does a pretty decent pizza and with the location it's convenient to stop in an pick one up on the way home. That's about as good as it gets. It's like rolling the dice when you order from here. You ask for blue cheese with your wings you get ranch. You order a pizza without an ingredient you are allergic to, you might get the ingredient anyway. And honestly, how hard is it to cut a pizza. I don't think I've ever been to a pizza place that has cut a pizza in a way that there were little triangle pieces in the middle. Not just once,","Sardella's does a pretty decent pizza and with the placements it's convenient to stop in an opt one up on the pathway household. That's about as decent as it gets. It's like rolling the dice when you fatwa from here. You requests for blue cheese with your squadron you get husbandry. You orders a cheesecake without an additives you are allergic to, you might get the ingredient finally. And truthfully, how strenuous is it to cut a cheesecake. me don't think I've eternally been to a pizza place that has cut a pie in a camino that there were little triangle servings in the middle. Not just once,",calibration
"I have never ordered orange chicken before. I mistakenly thought it was a spicy savory dish. I didn't particularly care for the meal as I don't enjoy sweet chicken. But that is not to say the dish was bad, just not was I anticipated. The chicken was quite tender, and I appreciate that they only just white meat. The service was good and the portions are large. I would be willing to try this place again. Maybe next time I will try the lemon chicken.","I have never ordered orange chicken before. I improperly thought it was a spicy savory dish. I didn't particularly care for the meal as I don't enjoy sweet chicken. But that is not to say the dish was bad, just not was I anticipated. The chicken was pretty tender, and I recognizing that they only just white meat. The service was decent and the portions are large. me could be willing to try this place again. Maybe next time I will attempted the squash chicken.",calibration
"You can't hear yourself think in this place never mind talk to and hear another person. It's a meat market if ever there was one. Wall-to-wall people. Even getting a beer is a Herculean task! If you're looking to meet an interesting, sophisticated woman, then look elsewhere. The crowd is definitely for those in their 20s. It's full of those women who grew up with Paris Hilton and Britney Spears as role models and adore Lady Gaga. I recommend Mabel's if you want an opportunity to meet a beauty with brains to match.","You can't hear yourself think in this place never mind talk to and hear another person. It's a meat market if ever there was one. Wall-to-wall people. Even getting a beer is a Herculean task! If you're looking to meet an interesting, sophisticated woman, then listens everywhere. The crowd is definitely for those in their 20s. It's full of those women who grew up with Paris Hilton and Britney Spears as role models and adore Lady Gaga. I recommend Mabel's if you want an opportunity to meet a beauty with brains to match.",calibration
"Plan for this meal. You MUST plan for this meal because one sandwich is big enough to be food for the whole day.\n\nThe location is in a tiny strip mall just north of Dunlap. It's nothing fancy. Expect to see all kinds of people, lots of them, and they are all talking loudly. This afternoon, when I was there, the place was packed with Hispanic families with lots of small kids, a bunch of older white haired people who must live nearby and their newspapers, a couple of tourists, and a nice kid who said his brother had sent him to pick up dinner. He","Plan for this meal. You OUGHTA plan for this meal because one sandwich is big enough to be food for the whole day.\n\nThe location is in a tiny strip mall just north of Dunlap. It's nothing fancy. Expect to see all kinds of people, lots of them, and they are all talking loudly. This afternoon, when I was there, the place was packed with Hispanic families with lots of small kids, a bunch of older white haired people who must live nearby and their newspapers, a couple of tourists, and a nice kid who said his brother had sent him to pick up dinner. He",calibration
"The owner is an ignorant egotist. Talks down to customers and is amazingly rude. I wont be going back, even with really low prices, I don't like being treated rudely.","The possessor is an unaware egomaniac. Dialogue down to client and is marvellously rude. I habit be going back, even with indeed slight prizes, me don't like being treated bluntly.",calibration
"The reigning champion of wingdom, so far. I'm a Texan and these are, by far, the biggest wings you'll see this side of heaven. The 'original' are phenomenal & the cheddar are a unique change of pace. Try them grilled as well. Haven't had a bad flavor yet.\nThe fact that they have an amazing beer selection, just adds to the euphoria.","The reigning campaigner of wingdom, so considerably. I'm a Texan and these are, by considerably, the biggest wings you'll see this lado of heaven. The 'original' are impressive & the cheddar are a peculiar alteration of pace. Attempted them bust as too. Haven't had a wicked flavor still.\nThe do that they have an impressive brew opting, just supplement to the excitement.",calibration
"I was really hesitant to rent from a Budget, after reading all the negative reviews on the other Budget locations in Vegas, but decided to give this location a shot, since we wanted to rent a car that was somewhat near the strip (since we werent getting it from the airport). I really liked that you can arrange their shuttle to pick you up and drop you off at your hotel, so it made renting from them very convenient. The guy who picked us up was very friendly and talked to us the whole time of all the various places (both tourist locations and unique places to explore). \nservice was fine, picked up","I was really undecided to rent from a Budget, after reading all the negative reviews on the other Budget locations in Vegas, but decided to give this location a shot, since we wanted to rent a car that was somewhat near the strip (since we werent getting it from the airport). I sincerely wished that you can arrange their shuttle to pick you up and drop you off at your hotel, so it made renting from them very convenient. The guy who picked us up was very amigo and talked to us the whole time of all the various places (both tourist locations and unique places to explore). \nservice was fine, picked up",calibration
"What an amazing alternative restaurant! Employees were so helpful with explanations, and my meal was oddly amazing - coming back for sure, and adding it to my top 5 vegan options!!!!","What an startling alternative catering! Earners were so handy with interpretation, and my food was oddly striking - impending back for safe, and inserting it to my senior 5 vegans options!!!!",calibration
"When I went to this establishment, my husband and I ordered two different things, the baked ziti and a pepperoni stuffed crust pizza. The ziti was excellent and that is the reason I gave this place 2 stars. The pizza was definitely not what I was expecting. The entire pizza was stuffed with cheese and a few pepperonis, it wasn't just the crust. The crust was more of a deep dish style crust and was too crunchy and hard for my liking. I will most likely stick with the thin crust as the reviews on it are way better.","Wherever I disappeared to this creations, my husband and me tasked three different questions, the baked ziti and a onion plush cortex slice. The ziti was fantastic and that is the reason I gave this mise 2 celebs. The pizza was definitely not what I was wait. The entire pizza was stuffed with cheese and a few pepperonis, it wasn't just the crust. The cobalt was more of a heartfelt dish elegance crust and was too crunchy and hard for my liking. I will most likely stick with the thin cheesecake as the reviews on it are way better.",calibration
Best burgers on the strip,Optimal burgers on the band,calibration
"These guys were great. We moved an enormous granite desk, a ton of boxes, a cal king bed set, in addition to a bunch of smaller furniture. We also moved everything into a three story house. The guys worked quickly, were really friendly, and did everything they could to make sure I didn't have to worry about a thing! I can't explain how nice Cedric and his team were, and they worked as quickly as they could. Even with the 1 hour drive they managed to move an entire house in just under three hours. Also, I was being kind of cheap and was very hesitant to hire movers","Those guys were prodigious. We travelled an enormous granite desk, a ton of boxes, a cal king bed set, in anymore to a bunch of smaller furniture. We also displaced everything into a three story habitation. The guys worked quickly, were indeed friendly, and did everything they could to make sure I didn't have to worry about a something! I can't clarify how pleasant Ortiz and his team were, and they functioned as promptly as they could. Yet with the 1 moments disks they governed to displacement an entire house in just under three hours. Also, I was being kind of cheap and was very unwilling to hire relocating",calibration
"I visited Vegas for a tradeshow and was taken to dinner at Del Frisco's. I had never heard of it except the reviews from my peers that it was \""""the best steak ever.\""""\n\nWe had a large party (8) and so we had reservations but had to wait for a table. The place is busy and standing room only in the bar. I had a lemon drop and it was above par.\n\nWe finally were seated in the corner and had a semi-private table. The one interesting thing that stood out from 'high-end' steakhouses to","I visited Vegas for a tradeshow and was taken to dinner at Del Frisco's. I had never heard of it except the reviews from my peers that it was \""""the best steak ever.\""""\n\nWe had a large party (8) and so we had reservations but had to wait for a table. The place is busy and standing salle only in the bar. I had a lemon drop and it was above paras.\n\nWe finally were seated in the corner and had a semi-private table. The one interesting thing that stood out from 'high-end' steakhouses to",calibration
"You would have to be a sucker if you actually paid to get in this place and should rethink your being in Vegas where suckers get buried. The room totally has the aura of just being just a sectioned off area of a large cavernous room. You should not have to pay to get in here and most probably do not. There are free passes galore because I think people will not pay for it. Anyone that goes to LOVE the show get free passes and 2 for 1 drink coupons. That's a laugh as the drinks are $12-$15 minimum. Again without a coupon, if you spend $30 for two","You would have to be a sucker if you actually salary to get in this place and should rethink your being in Vegas where suckers get buried. The room totally has the aura of just being just a sectioned off area of a large cavernous room. You should not have to salaried to get in here and most presumably do not. There are free collars galore because I think people will not salaried for it. Whosoever that goes to LOVE the show get free passes and 2 for 1 drink coupons. That's a laugh as the drinks are $12-$15 minimum. Afresh if a voucher, if you spend $30 for two",calibration
"Like I've noted in past reviews, it takes a lot for me to find recognition in a strictly burger atmosphere. Fukuburger is delicious. While the menu is small and doesn't provide as much variety as Bachi Burger could, what they do offer is a lot of flavor and punch to their burgers. The burgers with mushrooms, \""""the egg burger\"""", and the hot dogs are amazing! I feel like while the jazz fries could sabotage my healthy eating (hahaha!), they are addictive! There is always a crowd that comes no matter where they go, and you run into some pretty interesting people for conversations.","Like I've noted in past reviews, it takes a lot for me to discoveries recognition in a strictly burger atmosphere. Fukuburger is scrumptious. Wheres the menu is minimal and doesn't provide as much variety as Bachi Burger could, what they do offer is a lot of perfume and punch to their burgers. The citizenry with mushrooms, \""""the egg burger\"""", and the hot dogs are startling! me feel like while the jazz fries could sabotage my healthy eating (dunno!), they are dependent! There is always a crowd that penetrates no matter where they go, and you run into some pretty interesting people for conversations.",calibration
"I was in Hangar Cafe with my kids and had breakfast, and there was a waitress with blonde hair and a lot of makeup, I think her name was Stacey, and I just want to say that even my kids noticed that she smelled very strongly of cigarettes, and they're only four and six. I think this is very unprofessional of your establishment to allow servers to smoke during their shifts.","I was in Hangar Starbucks with my juvenile and had dined, and there was a bartender with blonde haircut and a lot of makeup, I ideas her name was Stacey, and I just want to say that even my juvenile noticed that she knew very powerfully of cigarettes, and they're only four and six. me think this is very enthusiast of your creations to allow servers to smokers during their shifts.",calibration
