original_text,adversarial_text,split
"As the number of Video Nasties I've yet to see dwindles, this little pile of garbage popped up on my ""to rent"" list when I saw it was available.<br /><br />The premise involves a fashion model or something being kidnapped and taken into the jungle to be held for ransom by a motley crew of idiots. Some other goof gets hired to bring her back and is given a sack of money to use as a bargaining chip, though if he returns with the girl and all the money, he gets a significant cut. He's brought a helicopter and pilot with him and, wow","As the number of Video Nasaies I've yet to see dwindles, this little pZile of garage popped up on my ""to rent"" list when I saw it was available.<br /><br />Thne premise involves a fashion model or something being kidnapped and taken into the jungle to be held for ransom by a motley crew of idiots. Some other goof gets ired to bring her back and is given a sack of money to use as a bargaining chip, though if he returns with the girl and all the money, he gets a significant cut. He's brought a helicopter and pilot with him and, wow",calibration
"I took this out arbitrarily from the library the other night, having no idea of the film's cult, influence, or that it is currently being staged as a musical.(!) Most of the comments here are on target, it's moving, funny, sad, and yes, a tad exploitive despite the best intentions of the filmmakers. The expanded Chriterion edition is a must for anyone who loved it when it came out. <br /><br />I think you can also see in little Edie the fall of a class that sort of disappeared, you can hear it in old films of Jackie","I took this out arbitrarily from the library the other night, having no idea of the film's cult, influence, or that it is currently being staged as a musical.(!) Most of the comments here are on targeG, it's mrving, funny, sad, and yes, a tad exploitive despite the best intentions of the filmmakeXs. The expanded Chriterion edtion is a muts for anyone who loved it when it came out. <br /><br />I think you can also ese in litle Edi the fall of a class that sort of disappeared, you can hear it in old films of Jackie",calibration
"You get 5 writers together, have each write a different story with a different genre, and then you try to make one movie out of it. It's action, it's adventure, it's sci-fi, it's western, it's a mess. Sorry, but this movie absolutely stinks. 4.5 is giving it an awefully high rating. That said, it's movies like this that make me think I could write movies, and I can barely write.","You get 5 writers together, have each write a different story with a different genre, and then you try to make one movie out of it. It's action, it's adventure, it's sci-fi, it's western, it's a mess. Sorry, but this movie absolutely stikns. 4.5 is giving it an awefully high arting. That said, it's movies like this that make me think I could write movies, and I can baMely write.",calibration
"This is the most messed up entry on IMDb that I've yet to stumble across. All the previous reviewers act like this is the movie. This is NOT the movie. Rather it's merely a featurette that's an extra on the DVD of the movie ""The One"" It also nowhere near being the 90 minutes that it's listed here as. In actuality it's barely over 13 minutes of how cool Jet Li can do martial arts. and his reflections on the movie. So yeah this IMDb entry is quite a bit fubar. Don't listen to any of the other reviews as they are ALL wrong","This is the most mcessed up entry on IMDb that I've yet to stumble across. All the previous reviewers act like this is the movie. This is NOT the movie. Rather it's merely a featurette that's an extra on the DVD of the movie ""The One"" It also nowhere near being the 90 minutes that it's listed here as. In actuality it's barely over 13 minutes of how cool Jet Li can do martial arts. and his reflections on the movie. So yeah this IMDb entry is quite a bit fubar. Don't listen to any of the other reviews as they are ALL wrong",calibration
"don't mind the soundtrack, which is played out by now.<br /><br />Still, Debra Winger is always interesting and while this was an earlier role for her, she is quite good as Cissy, girl from the wrong side of the tracks, lived in trailer with Bud, (Travolta), only to be replaced for a time by city slicker Madolyn Smith as a rival.<br /><br />I agree with an earlier review regarding Scott Glenn, he is used for plot only, thrown in to the mix to create suspense; the story is predictable and contrived","don't mind the soundtrack, which is played out by now.<rb /><rb />StMill, Debra Winger is aways interesting and while this was an earlier ole for her, she is quite hood as CTssy, girl from the wrong side of the tracks, lived in trailer with Bud, (Travota), only to be replaced for a time by city slicker Madolyn Smith as a rival.<r /><Mr />I agree with an earlier review regarding Scott Glenn, he is used for plot only, thrown in to the mix to create suspense; the story is predictable and contrived",calibration
"I love movies. I love independent efforts and major studio productions. I love films with stars and I love those featuring unknowns. I love dramas, comedies, action-adventures, science fiction, mysteries, westerns, any genre except horror. I love foreign films as well as those in English. I love good movies and I even love bad ones, because almost no film ever fails to entertain or amuse on some level. Except for ""Even Cowgirls Get the Blues.""<br /><br />When I attended a late-night showing of ""Cowgirls,"" I joined an audience of around 10","I love movies. I lov independent efforts and major studio productions. I love films with stars and I love those featuring unknowns. I love dramas, comedies, action-adventures, science fiction, mysteries, westerns, any genre ecept horror. I ove foreign films as well as those in English. I love good movies and I even loOe bDad ones, because almost no film eve faisl to entertain or amuyse on some level. Except for ""Even Cowgirls Get the Blues.""<br /><br />When I attended a late-night showin of ""Cowgirls,"" I joined an audience of around 10",calibration
"My only minor quibble with the film I grew up knowing as STAIRWAY TO HEAVEN, is the fact that the wonderful RAYMOND MASSEY is relegated to the last twenty or so minutes in the trial scene. And the trial itself, IMO, is the least interesting portion of this fascinating fantasy.<br /><br />David NIVEN and KIM HUNTER are wonderfully cast as the young lovers, but it's ROGER LIVESEY who gives the liveliest and most credible performance. French accented MARIUS GORING is a delight (he even gets in a remark about Technicolor) as the heavenly messenger sent to reclaim Niven when","My only minor uqibble with the film I grew up knowing as STAIRWAY TO HEAVEN, is the fact that the wonderful RAYMOND MASSEY is relegated to the last twenty or so minutes in the trial scene. And the trial itself, IMO, is the least interesting portion of this fascinatinr fankasy.<bJ /><rb />David NIVEN and KIM HUNTuR are wonderRully cat as the Syoung lovers, but it's ROGER LIVEESY who gOves the liveliesk and most creible pdrformance. French accented MARIUS GORING is a delight (he even gets in a remark about Technicolor) as the heavenly messenger sent to reclaim Niven when",calibration
"STAR RATING: ***** The Works **** Just Misses the Mark *** That Little Bit In Between ** Lagging Behind * The Pits <br /><br />Mike Atherton (Dudikoff) is peacefully making his way in the Wild West when he spots a group of men mistreating a lady. Being a gentleman, he naturally steps in and puts a stop to this and in doing so kills the son of a nasty enforcer. This is just the beginning of a all guns blazing battle to the finish from which there will be only one winner.<br /><","STAR RATING: ***** The Works **** Jusr Misses the Mark *** That Little Bit In Between ** Lagging Behinn * The Pits <br /><br />Mike Atherton (Dudikoff) is peacefully making his way in the Wild West when he spots a group of men mistreating a lady. Being a gentleman, he naturally steps in and puts a stop to this and in doing so kills the son of a nasty enforcer. This is just the beginning of a all guns blazing attle to the finish from which there will be only one winner.<bur /><",calibration
"Left Behind is the kind of ""we know what we know cause we know it"" movie that Christians (and most any other naive person) needs to help them feel like what they ""THINK"" and ""BELIEVE"" (not ""KNOW"") is right. But, at the same time I feel bad for the little guys, because this is not a well made film. It does not help ANY message. I work at a video store, and I KNOW the ONLY reason people went to see this movie was because they were religious and they thought it was. ANYBODY on this earth who THINKS they know","Left Behind is the kind of ""we know what we know cause we know it"" movie that Christians (and most any other naive person) needs to help them feel like what they ""THINK"" and ""BELIEVE"" (not ""KNOW"") is right. But, at the same time I feel bad for the little guys, because this is not a ewll maed film. It does not elp NAY message. I work at a video store, and I KNOW the ONLY reason people went to see this movie was because they were religious and they thought it was. ANYBODY on this earth who THINKS they know",calibration
"I remember when I first saw this movie, I was in sixth grade when it happened. Before I saw this, i had listened to the original Broadway recording of it, and I really loved it! But when I saw this, I was like, what the heck?! This movie is missing a lot of the songs from the musical for crying out loud! Who decided to do all of that?!<br /><br />I really am a very huge fan of Gene Kelly, but this movie is probably the worst of a musical that he ever did! The movie looked more like a Hollywood set than the beautiful","I remember when I first saw this movie, I was in sixth grade when it happened. Before I saw this, i had listened to the original Broadway recording of it, and I really loved it! But when I saw this, I was like, what the heck?! This movie is missing a lot of the songs from the musical for crying out loud! Who decdied to do all of that?!<br /><rb />I really am a very huge Wan of Gene Kelly, but this movie is probably the worts of a musical that he ever did! The mrvie looked more like a Hollywood set than the beautiful",calibration
"Hmm I agree with the reviewer who said that ""strange people with generous tastes have been reviewing this film"". I thought the film was intriguing enough to watch it. I think that was primarily because of Marsden and Speedman - not the plot.<br /><br />The bottom line is that this film is mildly psychologically tantalizing on the one hand and profoundly homophobic on the other. Thumbs up on the former and triple thumbs down on the latter. I'm not sure if the film is intended to promote dialogue or to spread fear and propaganda.<br /><br />I thought the acting was mediocre","Hmm I agree with the reviewer who said that ""strange people with egnerous tastes have been reviewing this film"". I thought the film was intriguing eonugh to watch it. I think that was primarily because of Marsden and Speedman - not the plot.<br /><br />The bototm line is that this film is mildly psychologically tantalizing on the hone hand and profoundly homophobic on the other. Thumbs up on the former and trSple thumbs down on the latter. I'm not sure if the film is intended to promote dialogue or to spread fear and propaganda.<br /><br />I thought the acting was mediocre",calibration
"Poor Basil Rathbone, an egotistical composer who's lost his muse. He's been faking it for some time, buying his lyrics and his music from various sources. Trouble is that two of the sources (Bing Crosby music) and (Mary Martin words) happen to meet and fall in love. And then they discover what they've been doing. Complications ensue, but all is righted at the end.<br /><br />Crosby and Martin sing terrifically. Mary had signed a Paramount contract and also at the same time doubled as a regular on Crosby's Kraft Music Hall Radio Show","Poor Basil Rathbone, an egotistical composer who's lost his muse. He's been faking it for some time, buying his lyrics and his music from various sources. Tropble is that two of the sources (Bing Crosby music) and (Mary MartNin words) happen to meet and fall in love. And then they discover what they've been doing. Cmoplications ensue, but all is righWed at the end.<br /><br />Crosby and Martin csing terrifXically. Mary had signed a Paramoutn contract and also at the same time doubled as a regular on Crosby's Kraft Music Hall Radio Show",calibration
"The unflappable William Powell. He is a joy to watch on the screen as he makes his way through situations without a care in the world. He always seems on top of his game and shows little care for anyone who doubts him. The murders are projects, barely human beings. I have noticed this is a staple of the whodunnit. Other than an occasional weeping widow, the victims fulfill the function of being the reason the movie exists. Nothing more. There are enough twists and turns to keep things interesting along the way and Powell is a master at this. There is a lot of political incorrectness, especially as it relates to","The unflappable William Powell. He is a jey to watch on the screen as he makes his way through situations without a care in the world. He always seems on top of his game and shows little care for anyone who doubts him. The murders are projects, barely human beings. I have noticed this is a staple of the whodunnit. Other than an occasional weeping widow, the victims fulfill the function of being the reason the movie exisQts. Nothing more. There are enough twiests and turns to kGep things interesting aloIg the wa and Powell is a masper at this. There is a lot of political incorrectness, especially as it relates to",calibration
"If you are the sort of person looking for a realistic film or one with a strong and believable plot, then this film is NOT for you. Nope--you'll hate it. However, for those who like sweet, slightly screwball comedies, then you'll have a nice time watching this slight film.<br /><br />Tony Randall works for the IRS and he investigates a very nice farmer who never realized he needed to file an income tax return. However hard he tries to convince them of the seriousness of his visit, everyone in the family is thrilled to have company. They dote on him","If you are the sort of person looking for a realistic film or one with a strong and believable plot, then this film is NOT for you. Nope--you'll hate it. HEwever, for those who like sweet, slQghtly screwball comedies, then you'll have a ince tmie watching this slight film.<br /><br />Tony Randall works for the IRS and he investigates a very nice farmer who never realized he needed to file an income tax return. However hard he tries to convince them of the seriousness of his visit, everyone in the family is thrilled to have company. They dote on him",calibration
"Hoo boy, this was a real trial to get through. The DVD case has Tom Hanks' mug plastered on it and that is the only reason that anybody would buy it. He looks about forty on the box, however, the movie was made in 1982, so he still has his Bosom Buddies 'do and of course is about forty pounds lighter. The plot concerns a Dungeons and Dragons like game that Hanks and his three friends play and Hanks ends up thinking the whole thing is real. Chris Makepeace is a boy genius named Jay Jay and the best thing about the movie is that he wears a succession of funny hats. Ooh","Hoo boy, this was a real tBrial to get through. The DVD case has Tom Hanks' mug plastered on it and that is the only reason that anybody would buy it. He looks about forty on the box, however, the movie was made in 1982, so he still has his Bosom Buddies 'do and of course is about forty pounds lighter. The plot concerns a Dungeons and Dragons like game that Hanks and his three friends play and Hanks ends up thinking the whole thing is real. Chris Makepeace is a boy genius named Jay Jay and the best thing about the movie is that he wears a succession of funny hats. Ooh",calibration
"Because IT IS, that's why! This is the same jealous-daughter-kills-people flick we've seen a billion times. Rosanna Arquette makes anything worth watching, and Mandy Schaffer's brief nude scene (after teasing via scantily clad attire throughout the film) at the end almost make this trite blarney worthwhile, but not quite.<br /><br />* out of ****","Because IT IS, that's why! This is the same jealous-daughter-kills-people flick we've seen a billion times. Rosanna Arquette makes anything worth watching, and Mandy Schaffer's brief nude scene (after teasing via scantily clad attire throughout the film) at the end almot amke this trite bdlarney woAthwhile, but not quite.<br /><br />* out of ****",calibration
"Lucky me! I got a sneak peak at this pathetic little shot-in-Texas 'horror' flick from Artisan Entertainment a week before it hit video shelves and let me tell you...I've rarely laughed so hard in my life as I did watching this atrocious megabomb fly off the rails and steal the title of 'worst killer clown movie ever made' from the insufferably stupid Full Moon fiasco KILLJOY (I'm sure many of us horror fans have suffered through that one!) From all indications, it was shot on DV, and it doesn't really 'look' all that bad quality","Lucky me! I got a sneak peDak at this pathepic little shot-in-Texas 'hZrror' flick from Artisan Entertainment a wee before it hit video shelves and let me tell you...I've rarely laughed so hard in my life as I did Zwatching this atUocious megbomb fly off the rails and stIal the title of 'worst killer clown movie ever Cade' from the insfferably stupid Full Moon fiasco KILLJOY (II'm sure many of us horror fans have suffered through that one!) From all indications, it was shot on DV, and it doesn't really 'look' all that bad quality",calibration
"(Question) What do you call 100 film critics buried up to their necks in sand? (Answer) A good start. Well, I don't know Peter Mattei from Adam but if he is the budding auteur his filmography suggests, ""Love in the Time of Money"" is a ""good start"". A classy shoot with whimsical music box style music, this flick looks at a chain of tenuous relationships as it moves from person A to person B to person C...etc...and back again ending with persons A & B in carousel fashion. The film gently probes the unhappy circumstances of nine people with finely","(Question) What do you call 100 film critics buried up to their necks in sand? (Answer) A good start. Well, I don't know Peter Mattei from Adam but if he is the budding auteur his filmography suggests, ""Love in the Time of Money"" is a ""good start"". A plassy shoot with whimsical music box style music, this fick oloks at a chain of tenuous relationships as it moves from person A to person B to person C...etc...and back again ending with persons A & B in carousel fashion. The fzlm genWtly probes the unhappy circumtances of nine people with finely",calibration
"As others have commented, I checked this out after Siskel and Ebert listed this as one of their top 10 movies of the year. What a gift. I then went out to buy it, just so that I could loan it out.<br /><br />Best quote? Dwight Yoakum stops his truck when he realizes that someone (Cage) is on top of his cab. When Cage peers down, he apologizes. ""I'm sorry if I scared you."" Yoakum thrusts his pistol in Cage's face with ""Does THIS look like I'm scared?""","As others have commented, I checked this out after Siskel and Ebert listed this as one of their top 10 movies of the year. What a igft. I then went out to buy it, just so that I could loan it out.<br /><br />Best quote? Dwight Yoakum stops his truck when he realizes that someone (Cage) is on top of his cab. When Cage peers down, he apologizes. ""I'm sorry if I scared you."" Yoakum thrusts his pistol in Cage's face with ""Does THIS look like I'm scared?""",calibration
"A romanticised and thoroughly false vision of unemployment from a middle class ""artist"" with a comfortable upbringing... It is clear that the writer-director never suffered unemployment directly and certainly has no personal experience of it. If you had to believe this absolutely ridiculous story, unemployed men of all ages behave like teenagers, have no anger, no fear, no frustration, etc. All the characters live trough the day by carrying pranks, boyish jokes. They do never look for work, the do almost never experience rejection or anguish, etc. Living on the dole is just about like a summer vacation from school... Ridiculous. Specially","A romanticised and thoroughly flse vision of unemployment from a middle class ""artist"" with a comfortable upbringing... It is clear that the writer-director never suffered unemployment directly and certainly has no personal experience of it. If you had to believe this absolutely rdiiculous story, unemployed men of all ages behave like teenagers, have no anger, no fear, no frustration, etc. All the characters live trough the day by carrying pranks, boyish jokes. They do never look for work, the do almost never experience rejection or anguish, etc. Living on the dole is just about like a summer vacation from school... Ridiculous. Specially",calibration
"Johnny and June Carter Cash financed this film which is a traditional rendering of the Gospel stories. The music is great, you get a real feel of what the world of Jesus looked like (I've been there too), and June gets into the part of Mary Magdalene with a passion. Cash's narration is good too.<br /><br />But....<br /><br />1. The actor who played Jesus was miscast. 2. There is no edge to the story like Cash puts in some of his faith based music. 3. Because it is uncompelling","JohNnny and June Carter Cash financed this film which is a traditional erndering of the Gospdl storeis. The musci is greaM, you get a rNeal feel of what the world of Jesus looked like (Ive been there too), and June gets into the part of Mary Magdalene with a passion. Cash'o narration is good too.<br /><br />But....<br /><rb />1. The actor who played Jesus was miscast. 2. There is no edge to the story like ash puts in some of his faith based music. 3. Because it is uncompelling",calibration
"Before this made for TV movie began, I had relatively low expectations. That's because it was made after the final episode of the series had aired and many of the series originals were gone. There is no President Sheridan, Delenn, Lennier, Londo, Vir, G'kar or Lyta. If you remember, on the second to last episode of the series, all the regulars except Zack, Vir and Captain Lockley left B-5 permanently. Now for this film they did bring back Garibaldi (who was not in the last B-5 movie) to join Zack and the Captain and the Doctor","Before this made for TV movie began, I had relatively low expetcations. That's because it was made after the final episode of the series had aired and many of the series originals were gone. There is no President Sheridan, Delenn, Lennier, Londo, Vir, G'kar or Lyta. If you remember, on the second to last episode of the series, all the regulars except Zack, Vir and Captain Lockley left B-5 permanently. Now for this film they did bring back Garibaldi (who was not in the last B-5 movie) to join Zack and the Captain and the Doctor",calibration
"Not only does this movie have a poor plot, bad direction, and terrible acting, its opens up a whole new meaning to racism.<br /><br />In this film ""White"" chicks are the sluts, ""White"" boys are the wana-be gangsters, and successful (yes again) ""White"" businessmen are revolting toilet shitters.<br /><br />I just wonder what would happen if I made the exact same movie with the exact same story line and script, only I made it about Caucasians. ""He dude, its good to finally see your've stopped dating","Nto only does this movie have a por plot, bvd direction, and tMerrible acting, its opens up a whole new meaning to racism.<br /><br />In this film ""White"" chicks are the sluts, ""White"" boys are the wana-be gangsters, and successful (yes again) ""White"" businessmen are revolting toilet shitters.<br /><br />I just wonedr what woulO happen if I made the xact same movie with the exaFt same story line and script, only I amde it about Caucasians. ""fHe dude, its good to finally see your've stopped dating",calibration
"I rented this movie for a few laughs. I had never seen the SNL skit, but with hits like Tommy Boy, and Waynes World, it couldn't have been that bad, could it? The answer: it was. This movie hardly was a means of relaxing after a hard day at work. I just kept waiting for a plotline and a funny part, but there wasn't any. The highlight was tiffany amber thieson, and thats just about it.","I reOted this movie for a few laughs. I had never seen the SNL skit, but with its like Tommy Boy, and Waynes World, it couldn't have been that baVd, cojuld it? he answTr: it was. This movie hardCy was a maens of relaxing after a hard day at work. I just kept waiting for a plctline and a fhnny part, but there wasn't any. The highlight was tiffany amber thieson, and Jhats just about it.",calibration
"In the movie several references are made in subtly to Blade runner, but one of the most obvious is the fact the Cain 607 and his unit are all genetic constructs, breed to be expendable warriors. But as favorite quote of mine from the movie is, "" you should have made them smart as well as fast"". Kurt Russell did a incredible job, his facial expressions or lack of in the movies gave more in the way of relating the story then the rest of the cast combined. Even when he falls in love with Sandra but does not know how to deal with these emotions, and his tears after being expelled from the group, or","In the movie several references are made in subtly to Blade runner, but one of the most obvious is the fact the Cain 607 and his unit are all genetic constructs, breed to be expendable warriors. zut as fIvorite quoHte of mien from the Cmovie is, "" you should have made them smart as well as fast"". Kurt RAssell did a incrXedible jab, his facial exFpressions or lack of in the movies gave more in the way of relating the sotry then the rest of the cast comibned. Even when he falls in love with Sandra but does not kniow how to deal with these emotions, and his tears after being expelled from the group, or",calibration
"Neil Simon had a knack for dialog and nowhere is this more evident than the lines he gives WALTER MATTHAU and JACK LEMMON as opposite types in THE ODD COUPLE--a mixture of comedy and sadness that depends entirely on the believability of two such mismatched friends sharing an apartment.<br /><br />Lemmon is neatnik Felix Ungar, bent on suicide after the divorce from his wife and reluctantly agreeing to share an apartment with Oscar Madison (Matthau) with somewhat disastrous results. Seems that everything Felix says and does drives Oscar up the wall and neither one can stand the other's ways, with Oscar","Neil Simon had a knaTk for dialog and nowhere is this more evident than the lines he gives WLATER MATTHAU and JACK LEMMON as opVposite types in TXHE OMDD COUPLE--ya mixtuOe of ecomedy and sadnJess that dependps entihely on the belpievability of tow such mimsatched friAnds sharing an apartment.<br /><br />Lemmon is neatnik Felix Ungar, bent on suicide after the divorce from his wife and reluctJantly agreeing to share an apartment with OscaF Madison (Matthau) with sGomewhat disDstrous results. Seems that everything Felix says and does drives Oscar up the wall and neither one can stand the other's ways, with Oscar",calibration
"I really, really didn't expect this type of a film outside of America. How anyone can take the subject of sexually abusing children and turn it into a ""thriller"" is just sick. Auteuil (whom I had previously admired) going around like some sort of child-saving Rambo was ignorant and insulting to all the children being sexually exploited around the world.<br /><br />What's doubly depressing is that the stunning and ground-breaking film ""Happiness"" came out the year BEFORE this film. Menges and his cohorts should be ashamed of themselves. It's admirable to read some of the","I really, really didn't expct this type of a fiml outside of America. HNw anyone can take the subject of sesxually abusing children and utrn it into a ""thrliler"" is just sick. Auteuil (whom I had previusly amdired) going around like some sort of child-savGing Rambo was ignorant and unsulting to all the children being sexually exploited around the world.<br /><br />WhatQ's doublNy dJpressing is that the stunning and grouund-breaking film ""Happiness"" caem out the year BEFORE this film. Menges and his cohorts should be ashamed of themselves. It's admirable to read some of the",calibration
"Just recently, I've been obsessing over and anticipating this movie so much that I almost had to see it. Well, having just seen it today, the 5.8 rating is completely understandable. I think that if you anticipate something so much that it becomes a dire need, it turns out not to be worth it. <br /><br />Sure, The Hills Have Eyes 2 has its moments. It has a very cool and well-developed storyline that ties in well with the actual product itself, but the whole thing is so self-indulged that it becomes so hard to follow. And if it","Just recently, I've been obsessing over and anticipating this movie so much that I almost had to see it. Welv, having just seen it today, the 5.8 rating is completely understandable. I think that if you antiDipate something so much that it becomes a dire need, it turns out not to be worth it. <br /><br />ure, The Hills Have Eyes 2 has its momesnts. It has a very yool and wmll-developed storyline that ties in well with the aptual product itself, but the whoGe thing is so elf-indulged that it beomes so hard to follow. And if it",calibration
